Faixa_Etaria;Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
15+;Qual é o valor de log de 3125 na base 5?;15;14;12;5;D
15+;Qual é o valor de log de 100 na base 10?;16;2;12;10;B
15+;Qual é o valor de log de 243 na base 3?;8;16;5;12;C
15+;Qual é o valor de log de 9 na base 3?;1;8;2;7;C
15+;Qual é o valor de log de 625 na base 5?;18;4;8;13;B
15+;Qual é o valor de log de 8 na base 2?;3;11;8;2;A
15+;Qual é o valor de log de 3125 na base 5?;10;16;4;5;D
15+;Qual é o valor de log de 16 na base 2?;18;10;15;4;D
15+;Qual é o valor de log de 1000 na base 10?;3;0;15;7;A
15+;Qual é o valor de log de 243 na base 3?;12;8;14;5;D
15+;Qual é o valor de log de 1000 na base 10?;9;2;3;10;C
15+;Qual é o valor de log de 8 na base 2?;3;0;7;14;A
15+;Qual é o valor de log de 8 na base 2?;2;17;3;14;C
15+;Qual é o valor de log de 16 na base 2?;0;4;13;6;B
15+;Qual é o valor de log de 27 na base 3?;2;7;6;3;D
15+;Qual é o valor de log de 25 na base 5?;14;2;3;15;B
15+;Qual é o valor de log de 125 na base 5?;2;4;3;11;C
15+;Qual é o valor de log de 9 na base 3?;3;14;2;10;C
15+;Qual é o valor de log de 27 na base 3?;7;16;3;4;C
15+;Qual é o valor de log de 9 na base 3?;15;11;0;2;D
15+;Qual é o valor de log de 16 na base 2?;3;6;7;4;D
15+;Qual é o valor de log de 125 na base 5?;14;7;3;8;C
15+;Qual é o valor de log de 4 na base 2?;8;2;15;12;B
15+;Qual é o valor de log de 4 na base 2?;3;2;16;0;B
15+;Qual é o valor de log de 4 na base 2?;2;15;16;6;A
15+;Qual é o valor de log de 4 na base 2?;11;5;1;2;D
15+;Qual é o valor de log de 243 na base 3?;8;2;5;3;C
15+;Qual é o valor de log de 32 na base 2?;5;9;19;14;A
15+;Qual é o valor de log de 32 na base 2?;8;5;6;4;B
15+;Qual é o valor de log de 16 na base 2?;9;4;11;6;B
15+;Qual é o valor de log de 9 na base 3?;12;7;2;6;C
15+;Qual é o valor de log de 25 na base 5?;3;4;7;2;D
15+;Qual é o valor de log de 125 na base 5?;7;0;3;5;C
15+;Qual é o valor de log de 27 na base 3?;3;4;14;6;A
15+;Qual é o valor de log de 243 na base 3?;11;13;5;15;C
15+;Qual é o valor de log de 27 na base 3?;15;14;8;3;D
15+;Qual é o valor de log de 10000 na base 10?;12;3;9;4;D
15+;Qual é o valor de log de 8 na base 2?;3;9;11;10;A
15+;Qual é o valor de log de 8 na base 2?;15;3;4;13;B
15+;Qual é o valor de log de 100 na base 10?;2;8;15;10;A
15+;Qual é o valor de log de 4 na base 2?;3;15;13;2;D
15+;Qual é o valor de log de 625 na base 5?;1;12;2;4;D
15+;Qual é o valor de log de 10000 na base 10?;16;2;10;4;D
15+;Qual é o valor de log de 16 na base 2?;11;4;9;15;B
15+;Qual é o valor de log de 100 na base 10?;8;5;14;2;D
15+;Qual é o valor de log de 4 na base 2?;10;13;2;5;C
15+;Qual é o valor de log de 1000 na base 10?;1;3;7;15;B
15+;Qual é o valor de log de 27 na base 3?;17;16;3;9;C
15+;Qual é o valor de log de 81 na base 3?;4;12;0;15;A
15+;Qual é o valor de log de 9 na base 3?;2;4;3;7;A
15+;Qual é o valor de log de 100 na base 10?;11;2;3;8;B
15+;Qual é o valor de log de 32 na base 2?;10;5;19;17;B
15+;Qual é o valor de log de 100000 na base 10?;13;5;18;15;B
15+;Qual é o valor de log de 8 na base 2?;1;14;3;0;C
15+;Qual é o valor de log de 25 na base 5?;3;6;1;2;D
15+;Qual é o valor de log de 3125 na base 5?;8;5;16;18;B
15+;Qual é o valor de log de 243 na base 3?;11;0;19;5;D
15+;Qual é o valor de log de 3125 na base 5?;14;17;0;5;D
15+;Qual é o valor de log de 1000 na base 10?;3;4;8;17;A
15+;Qual é o valor de log de 81 na base 3?;14;15;6;4;D
15+;Qual é o valor de log de 81 na base 3?;4;15;13;10;A
15+;Qual é o valor de log de 9 na base 3?;2;8;4;16;A
15+;Qual é o valor de log de 3125 na base 5?;19;5;17;3;B
15+;Qual é o valor de log de 9 na base 3?;2;8;9;4;A
15+;Qual é o valor de log de 25 na base 5?;2;10;12;3;A
15+;Qual é o valor de log de 243 na base 3?;2;13;10;5;D
15+;Qual é o valor de log de 100000 na base 10?;0;6;5;13;C
15+;Qual é o valor de log de 16 na base 2?;4;16;6;13;A
15+;Qual é o valor de log de 243 na base 3?;17;9;5;1;C
15+;Qual é o valor de log de 243 na base 3?;15;16;5;0;C
15+;Qual é o valor de log de 625 na base 5?;4;15;12;18;A
15+;Qual é o valor de log de 10000 na base 10?;0;4;12;11;B
15+;Qual é o valor de log de 27 na base 3?;0;7;3;12;C
15+;Qual é o valor de log de 8 na base 2?;16;0;13;3;D
15+;Qual é o valor de log de 3125 na base 5?;11;1;5;3;C
15+;Qual é o valor de log de 16 na base 2?;0;10;4;11;C
15+;Qual é o valor de log de 4 na base 2?;5;15;8;2;D
15+;Qual é o valor de log de 10000 na base 10?;16;14;12;4;D
15+;Qual é o valor de log de 625 na base 5?;14;2;1;4;D
15+;Qual é o valor de log de 4 na base 2?;14;2;1;11;B
15+;Qual é o valor de log de 243 na base 3?;13;5;11;4;B
15+;Qual é o valor de log de 27 na base 3?;7;2;17;3;D
15+;Qual é o valor de log de 1000 na base 10?;8;11;2;3;D
15+;Qual é o valor de log de 243 na base 3?;8;9;14;5;D
15+;Qual é o valor de log de 243 na base 3?;7;6;5;10;C
15+;Qual é o valor de log de 3125 na base 5?;0;3;9;5;D
15+;Qual é o valor de log de 9 na base 3?;2;1;15;14;A
15+;Qual é o valor de log de 16 na base 2?;17;1;5;4;D
15+;Qual é o valor de log de 16 na base 2?;16;17;7;4;D
15+;Qual é o valor de log de 25 na base 5?;2;15;9;14;A
15+;Qual é o valor de log de 100000 na base 10?;5;17;13;15;A
15+;Qual é o valor de log de 100000 na base 10?;1;17;5;12;C
15+;Qual é o valor de log de 3125 na base 5?;4;17;19;5;D
15+;Qual é o valor de log de 625 na base 5?;4;17;8;6;A
15+;Qual é o valor de log de 25 na base 5?;8;2;12;13;B
15+;Qual é o valor de log de 10000 na base 10?;8;5;17;4;D
15+;Qual é o valor de log de 16 na base 2?;12;17;6;4;D
15+;Qual é o valor de log de 10000 na base 10?;11;17;4;5;C
15+;Qual é o valor de log de 1000 na base 10?;3;2;7;15;A
15+;Qual é o valor de log de 625 na base 5?;4;7;5;8;A
15+;Qual é o valor de log de 25 na base 5?;4;13;2;9;C
15+;Qual é o valor de log de 25 na base 5?;2;7;3;9;A
15+;Qual é o valor de log de 4 na base 2?;5;16;6;2;D
15+;Qual é o valor de log de 125 na base 5?;0;7;16;3;D
15+;Qual é o valor de log de 100 na base 10?;2;13;14;5;A
15+;Qual é o valor de log de 8 na base 2?;3;4;11;0;A
15+;Qual é o valor de log de 32 na base 2?;1;5;17;4;B
15+;Qual é o valor de log de 4 na base 2?;7;2;16;0;B
15+;Qual é o valor de log de 8 na base 2?;5;15;3;11;C
15+;Qual é o valor de log de 4 na base 2?;6;2;7;0;B
15+;Qual é o valor de log de 4 na base 2?;1;10;6;2;D
15+;Qual é o valor de log de 125 na base 5?;3;12;6;16;A
15+;Qual é o valor de log de 243 na base 3?;10;11;5;15;C
15+;Qual é o valor de log de 10000 na base 10?;1;4;7;18;B
15+;Qual é o valor de log de 10000 na base 10?;12;4;0;14;B
15+;Qual é o valor de log de 10000 na base 10?;4;8;11;1;A
15+;Qual é o valor de log de 100 na base 10?;2;4;5;3;A
15+;Qual é o valor de log de 125 na base 5?;3;9;4;1;A
15+;Qual é o valor de log de 32 na base 2?;3;5;1;15;B
15+;Qual é o valor de log de 1000 na base 10?;12;3;7;16;B
15+;Qual é o valor de log de 32 na base 2?;5;7;8;14;A
15+;Qual é o valor de log de 4 na base 2?;11;16;10;2;D
15+;Qual é o valor de log de 100000 na base 10?;1;13;10;5;D
15+;Qual é o valor de log de 100 na base 10?;11;14;9;2;D
15+;Qual é o valor de log de 1000 na base 10?;3;10;9;13;A
15+;Qual é o valor de log de 81 na base 3?;9;4;5;13;B
15+;Qual é o valor de log de 100000 na base 10?;10;15;5;3;C
15+;Qual é o valor de log de 125 na base 5?;5;3;12;9;B
15+;Qual é o valor de log de 4 na base 2?;4;12;2;10;C
15+;Qual é o valor de log de 125 na base 5?;5;6;2;3;D
15+;Qual é o valor de log de 4 na base 2?;2;9;16;12;A
15+;Qual é o valor de log de 625 na base 5?;18;8;13;4;D
15+;Qual é o valor de log de 81 na base 3?;4;10;7;0;A
15+;Qual é o valor de log de 27 na base 3?;7;8;12;3;D
15+;Qual é o valor de log de 27 na base 3?;3;14;6;12;A
15+;Qual é o valor de log de 16 na base 2?;12;16;4;2;C
15+;Qual é o valor de log de 10000 na base 10?;4;8;18;11;A
15+;Qual é o valor de log de 25 na base 5?;13;12;2;4;C
15+;Qual é o valor de log de 100000 na base 10?;5;13;0;10;A
15+;Qual é o valor de log de 9 na base 3?;8;6;2;12;C
15+;Qual é o valor de log de 27 na base 3?;3;10;1;4;A
15+;Qual é o valor de log de 81 na base 3?;6;1;4;13;C
15+;Qual é o valor de log de 25 na base 5?;3;4;12;2;D
15+;Qual é o valor de log de 8 na base 2?;11;3;6;14;B
15+;Qual é o valor de log de 125 na base 5?;5;8;3;12;C
15+;Qual é o valor de log de 9 na base 3?;6;2;4;15;B
15+;Qual é o valor de log de 4 na base 2?;12;13;15;2;D
15+;Qual é o valor de log de 9 na base 3?;2;6;11;9;A
15+;Qual é o valor de log de 32 na base 2?;0;5;19;7;B
15+;Qual é o valor de log de 32 na base 2?;19;8;5;2;C
15+;Qual é o valor de log de 16 na base 2?;0;4;6;13;B
15+;Qual é o valor de log de 32 na base 2?;6;5;3;7;B
15+;Qual é o valor de log de 100 na base 10?;14;2;1;4;B
15+;Qual é o valor de log de 1000 na base 10?;9;13;0;3;D
15+;Qual é o valor de log de 4 na base 2?;14;2;11;15;B
15+;Qual é o valor de log de 27 na base 3?;14;3;10;8;B
15+;Qual é o valor de log de 125 na base 5?;3;1;16;12;A
15+;Qual é o valor de log de 16 na base 2?;4;0;15;2;A
15+;Qual é o valor de log de 27 na base 3?;6;3;16;14;B
15+;Qual é o valor de log de 25 na base 5?;3;2;12;9;B
15+;Qual é o valor de log de 81 na base 3?;5;10;2;4;D
15+;Qual é o valor de log de 100000 na base 10?;17;18;5;15;C
15+;Qual é o valor de log de 243 na base 3?;5;6;14;0;A
15+;Qual é o valor de log de 8 na base 2?;3;5;2;4;A
15+;Qual é o valor de log de 3125 na base 5?;18;6;5;3;C
15+;Qual é o valor de log de 32 na base 2?;1;5;19;14;B
15+;Qual é o valor de log de 100000 na base 10?;5;9;13;18;A
15+;Qual é o valor de log de 100 na base 10?;12;5;2;8;C
15+;Qual é o valor de log de 3125 na base 5?;10;15;5;7;C
15+;Qual é o valor de log de 25 na base 5?;11;16;2;4;C
15+;Qual é o valor de log de 125 na base 5?;17;10;1;3;D
15+;Qual é o valor de log de 4 na base 2?;12;2;15;4;B
15+;Qual é o valor de log de 4 na base 2?;16;11;2;13;C
15+;Qual é o valor de log de 27 na base 3?;13;11;3;16;C
15+;Qual é o valor de log de 100000 na base 10?;8;1;5;7;C
15+;Qual é o valor de log de 1000 na base 10?;3;6;15;12;A
15+;Qual é o valor de log de 4 na base 2?;6;9;2;1;C
15+;Qual é o valor de log de 27 na base 3?;6;0;10;3;D
15+;Qual é o valor de log de 81 na base 3?;4;5;10;9;A
15+;Qual é o valor de log de 1000 na base 10?;17;3;7;0;B
15+;Qual é o valor de log de 100000 na base 10?;15;2;12;5;D
15+;Qual é o valor de log de 8 na base 2?;5;0;3;6;C
15+;Qual é o valor de log de 9 na base 3?;4;6;14;2;D
15+;Qual é o valor de log de 9 na base 3?;14;2;7;16;B
15+;Qual é o valor de log de 3125 na base 5?;8;3;2;5;D
15+;Qual é o valor de log de 100 na base 10?;3;2;15;5;B
15+;Qual é o valor de log de 243 na base 3?;18;5;4;15;B
15+;Qual é o valor de log de 100 na base 10?;15;2;8;16;B
15+;Qual é o valor de log de 81 na base 3?;16;10;8;4;D
15+;Qual é o valor de log de 243 na base 3?;14;5;12;18;B
15+;Qual é o valor de log de 1000 na base 10?;3;15;13;17;A
15+;Qual é o valor de log de 3125 na base 5?;18;15;5;16;C
15+;Qual é o valor de log de 9 na base 3?;16;2;12;14;B
15+;Qual é o valor de log de 10000 na base 10?;14;8;4;12;C
15+;Qual é o valor de log de 16 na base 2?;4;5;1;17;A
15+;Qual é o valor de log de 100000 na base 10?;18;5;10;7;B
15+;Qual é o valor de log de 3125 na base 5?;8;1;5;14;C
15+;Qual é o valor de log de 16 na base 2?;1;18;10;4;D
15+;Qual é o valor de log de 81 na base 3?;18;14;15;4;D
15+;Qual é o valor de log de 25 na base 5?;14;2;0;13;B
15+;Qual é o valor de log de 25 na base 5?;9;12;2;14;C
15+;Qual é o valor de log de 8 na base 2?;16;3;7;9;B
15+;Qual é o valor de log de 4 na base 2?;2;11;8;16;A
15+;Qual é o valor de log de 1000 na base 10?;8;0;12;3;D
15+;Qual é o valor de log de 625 na base 5?;4;11;12;13;A
15+;Qual é o valor de log de 1000 na base 10?;9;3;15;17;B
15+;Qual é o valor de log de 100000 na base 10?;6;5;1;14;B
15+;Qual é o valor de log de 625 na base 5?;4;11;5;2;A
15+;Qual é o valor de log de 9 na base 3?;6;1;13;2;D
15+;Qual é o valor de log de 3125 na base 5?;4;13;5;15;C
15+;Qual é o valor de log de 100 na base 10?;11;3;2;13;C
15+;Qual é o valor de log de 8 na base 2?;9;3;13;15;B
15+;Qual é o valor de log de 32 na base 2?;5;3;7;15;A
15+;Qual é o valor de log de 32 na base 2?;12;5;0;13;B
15+;Qual é o valor de log de 81 na base 3?;16;1;9;4;D
15+;Qual é o valor de log de 16 na base 2?;4;12;18;2;A
15+;Qual é o valor de log de 9 na base 3?;15;16;13;2;D
15+;Qual é o valor de log de 25 na base 5?;3;2;8;11;B
15+;Qual é o valor de log de 243 na base 3?;11;8;17;5;D
15+;Qual é o valor de log de 25 na base 5?;0;2;14;12;B
15+;Qual é o valor de log de 27 na base 3?;11;2;1;3;D
15+;Qual é o valor de log de 3125 na base 5?;1;10;5;2;C
15+;Qual é o valor de log de 3125 na base 5?;19;5;0;2;B
15+;Qual é o valor de log de 100000 na base 10?;8;5;9;12;B
15+;Qual é o valor de log de 125 na base 5?;10;12;3;16;C
15+;Qual é o valor de log de 625 na base 5?;13;4;9;15;B
15+;Qual é o valor de log de 243 na base 3?;5;4;3;13;A
15+;Qual é o valor de log de 8 na base 2?;8;3;12;9;B
15+;Qual é o valor de log de 9 na base 3?;10;4;2;3;C
15+;Qual é o valor de log de 27 na base 3?;17;3;11;14;B
15+;Qual é o valor de log de 243 na base 3?;17;18;5;2;C
15+;Qual é o valor de log de 125 na base 5?;5;4;9;3;D
15+;Qual é o valor de log de 32 na base 2?;0;5;7;16;B
15+;Qual é o valor de log de 4 na base 2?;3;2;8;7;B
15+;Qual é o valor de log de 243 na base 3?;11;6;13;5;D
15+;Qual é o valor de log de 243 na base 3?;14;8;5;13;C
15+;Qual é o valor de log de 9 na base 3?;15;8;2;3;C
15+;Qual é o valor de log de 27 na base 3?;3;9;7;1;A
15+;Qual é o valor de log de 16 na base 2?;4;7;15;2;A
15+;Qual é o valor de log de 8 na base 2?;14;13;5;3;D
15+;Qual é o valor de log de 16 na base 2?;4;15;8;11;A
15+;Qual é o valor de log de 4 na base 2?;2;13;11;1;A
15+;Qual é o valor de log de 125 na base 5?;3;16;14;1;A
15+;Qual é o valor de log de 4 na base 2?;10;2;11;12;B
15+;Qual é o valor de log de 4 na base 2?;1;4;2;9;C
15+;Qual é o valor de log de 4 na base 2?;0;13;14;2;D
15+;Qual é o valor de log de 243 na base 3?;10;14;19;5;D
15+;Qual é o valor de log de 8 na base 2?;3;2;11;13;A
15+;Qual é o valor de log de 243 na base 3?;10;1;5;15;C
15+;Qual é o valor de log de 10000 na base 10?;4;7;2;17;A
15+;Qual é o valor de log de 4 na base 2?;3;2;16;11;B
15+;Qual é o valor de log de 4 na base 2?;4;2;11;9;B
15+;Qual é o valor de log de 100000 na base 10?;16;12;5;7;C
15+;Qual é o valor de log de 100 na base 10?;8;9;12;2;D
15+;Qual é o valor de log de 243 na base 3?;7;11;1;5;D
15+;Qual é o valor de log de 10000 na base 10?;5;10;4;8;C
15+;Qual é o valor de log de 1000 na base 10?;3;16;4;14;A
15+;Qual é o valor de log de 8 na base 2?;17;8;3;6;C
15+;Qual é o valor de log de 1000 na base 10?;17;3;0;7;B
15+;Qual é o valor de log de 3125 na base 5?;9;8;4;5;D
15+;Qual é o valor de log de 10000 na base 10?;17;12;18;4;D
15+;Qual é o valor de log de 1000 na base 10?;3;6;13;17;A
15+;Qual é o valor de log de 243 na base 3?;5;15;8;17;A
15+;Qual é o valor de log de 243 na base 3?;16;5;1;14;B
15+;Qual é o valor de log de 9 na base 3?;13;12;2;1;C
15+;Qual é o valor de log de 625 na base 5?;4;5;17;8;A
15+;Qual é o valor de log de 25 na base 5?;2;13;15;3;A
15+;Qual é o valor de log de 625 na base 5?;8;4;16;3;B
15+;Qual é o valor de log de 100 na base 10?;8;2;4;1;B
15+;Qual é o valor de log de 16 na base 2?;4;12;14;9;A
15+;Qual é o valor de log de 100000 na base 10?;5;18;1;12;A
15+;Qual é o valor de log de 3125 na base 5?;0;2;17;5;D
15+;Qual é o valor de log de 8 na base 2?;3;14;9;2;A
15+;Qual é o valor de log de 243 na base 3?;0;4;5;16;C
15+;Qual é o valor de log de 4 na base 2?;16;10;7;2;D
15+;Qual é o valor de log de 32 na base 2?;10;5;13;15;B
15+;Qual é o valor de log de 3125 na base 5?;19;8;0;5;D
15+;Qual é o valor de log de 4 na base 2?;2;10;6;7;A
15+;Qual é o valor de log de 243 na base 3?;7;0;14;5;D
15+;Qual é o valor de log de 1000 na base 10?;3;5;2;8;A
15+;Qual é o valor de log de 125 na base 5?;3;11;14;17;A
15+;Qual é o valor de log de 4 na base 2?;2;11;0;12;A
15+;Qual é o valor de log de 27 na base 3?;16;2;3;4;C
15+;Qual é o valor de log de 625 na base 5?;4;14;10;5;A
15+;Qual é o valor de log de 32 na base 2?;0;18;15;5;D
15+;Qual é o valor de log de 8 na base 2?;4;17;14;3;D
15+;Qual é o valor de log de 27 na base 3?;3;11;15;16;A
15+;Qual é o valor de log de 4 na base 2?;2;10;0;15;A
15+;Qual é o valor de log de 25 na base 5?;7;2;5;4;B
15+;Qual é o valor de log de 243 na base 3?;7;0;5;6;C
15+;Qual é o valor de log de 10000 na base 10?;13;4;11;14;B
15+;Qual é o valor de log de 8 na base 2?;3;8;2;9;A
15+;Qual é o valor de log de 32 na base 2?;10;5;7;17;B
15+;Qual é o valor de log de 9 na base 3?;15;3;7;2;D
15+;Qual é o valor de log de 16 na base 2?;4;15;16;18;A
15+;Qual é o valor de log de 625 na base 5?;17;5;4;15;C
15+;Qual é o valor de log de 4 na base 2?;3;7;2;4;C
15+;Qual é o valor de log de 32 na base 2?;7;5;11;13;B
15+;Qual é o valor de log de 3125 na base 5?;5;16;8;9;A
15+;Qual é o valor de log de 3125 na base 5?;5;14;6;2;A
15+;Qual é o valor de log de 625 na base 5?;4;9;16;18;A
15+;Qual é o valor de log de 1000 na base 10?;3;7;16;5;A
15+;Qual é o valor de log de 625 na base 5?;15;12;4;13;C
15+;Qual é o valor exato de seno(0°)?;0;1/3;√2/2;√3;A
15+;Qual é o valor exato de cosseno(90°)?;√2/2;1/2;√3/2;0;D
15+;Qual é o valor exato de seno(30°)?;1;√2/2;√3/2;1/2;D
15+;Qual é o valor exato de cosseno(45°)?;0;√2/2;1;1/2;B
15+;Qual é o valor exato de cosseno(60°)?;1;1/3;√2/2;1/2;D
15+;Qual é o valor exato de cosseno(45°)?;1/2;0;2;√2/2;D
15+;Qual é o valor exato de seno(90°)?;√3/2;√3;1/2;1;D
15+;Qual é o valor exato de seno(0°)?;0;√3;1/2;√3/2;A
15+;Qual é o valor exato de cosseno(90°)?;√2/2;√3/2;2;0;D
15+;Qual é o valor exato de seno(90°)?;√2/2;1;1/2;0;B
15+;Qual é o valor exato de cosseno(90°)?;0;√3/2;√2/2;√3;A
15+;Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/2;B
15+;Qual é o valor exato de cosseno(0°)?;1;1/2;1/3;0;A
15+;Qual é o valor exato de cosseno(60°)?;2;1/2;√3/2;1;B
15+;Qual é o valor exato de cosseno(60°)?;√3/2;1;1/3;1/2;D
15+;Qual é o valor exato de seno(45°)?;√3;2;√2/2;0;C
15+;Qual é o valor exato de seno(90°)?;√3/2;1;2;1/3;B
15+;Qual é o valor exato de cosseno(90°)?;1/2;√3;1/3;0;D
15+;Qual é o valor exato de seno(0°)?;1/2;√2/2;0;√3;C
15+;Qual é o valor exato de seno(45°)?;1/2;2;√2/2;√3/2;C
15+;Qual é o valor exato de seno(0°)?;1;0;1/2;√3;B
15+;Qual é o valor exato de seno(30°)?;0;1/3;1/2;√2/2;C
15+;Qual é o valor exato de cosseno(90°)?;0;1;2;√2/2;A
15+;Qual é o valor exato de cosseno(0°)?;1;2;1/2;√2/2;A
15+;Qual é o valor exato de seno(90°)?;√3/2;√3;1;2;C
15+;Qual é o valor exato de seno(45°)?;0;1;√2/2;2;C
15+;Qual é o valor exato de seno(30°)?;1/2;√3/2;0;1;A
15+;Qual é o valor exato de cosseno(0°)?;0;1;√3/2;√2/2;B
15+;Qual é o valor exato de cosseno(45°)?;1/3;1;√2/2;√3;C
15+;Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/3;B
15+;Qual é o valor exato de seno(90°)?;1;√2/2;√3;0;A
15+;Qual é o valor exato de seno(45°)?;1/3;1/2;√3/2;√2/2;D
15+;Qual é o valor exato de seno(45°)?;√2/2;1;0;√3/2;A
15+;Qual é o valor exato de cosseno(90°)?;0;√3/2;1/3;√3;A
15+;Qual é o valor exato de cosseno(0°)?;√3/2;√2/2;1;0;C
15+;Qual é o valor exato de seno(30°)?;√3/2;0;1;1/2;D
15+;Qual é o valor exato de cosseno(90°)?;1/2;0;2;√3;B
15+;Qual é o valor exato de cosseno(0°)?;1;√2/2;√3/2;0;A
15+;Qual é o valor exato de tangente(45°)?;1;2;1/2;1/3;A
15+;Qual é o valor exato de cosseno(0°)?;1/2;1/3;√3/2;1;D
15+;Qual é o valor exato de seno(90°)?;√3;0;2;1;D
15+;Qual é o valor exato de tangente(45°)?;1;1/3;0;√2/2;A
15+;Qual é o valor exato de cosseno(60°)?;√2/2;1/2;0;√3/2;B
15+;Qual é o valor exato de seno(45°)?;1/2;2;√3;√2/2;D
15+;Qual é o valor exato de seno(0°)?;1;1/3;1/2;0;D
15+;Qual é o valor exato de cosseno(90°)?;√3;2;√2/2;0;D
15+;Qual é o valor exato de cosseno(90°)?;√3;0;1/2;2;B
15+;Qual é o valor exato de cosseno(0°)?;√3;0;2;1;D
15+;Qual é o valor exato de tangente(45°)?;√2/2;1/3;0;1;D
15+;Qual é o valor exato de seno(30°)?;√3/2;√2/2;1/2;0;C
15+;Qual é o valor exato de seno(0°)?;0;√2/2;1/3;1;A
15+;Qual é o valor exato de cosseno(90°)?;0;1;√2/2;2;A
15+;Qual é o valor exato de tangente(45°)?;1;0;2;√3/2;A
15+;Qual é o valor exato de seno(30°)?;2;1/2;1;√3;B
15+;Qual é o valor exato de cosseno(60°)?;√3/2;1/3;1/2;1;C
15+;Qual é o valor exato de cosseno(0°)?;1/3;2;0;1;D
15+;Qual é o valor exato de cosseno(45°)?;√3/2;√2/2;1/3;2;B
15+;Qual é o valor exato de cosseno(0°)?;√3;√2/2;1;1/2;C
15+;Qual é o valor exato de tangente(45°)?;√2/2;1;2;1/3;B
15+;Qual é o valor exato de seno(90°)?;1;√2/2;√3;1/3;A
15+;Qual é o valor exato de tangente(45°)?;1;√3;1/2;2;A
15+;Qual é o valor exato de cosseno(0°)?;√3;1/2;1;0;C
15+;Qual é o valor exato de seno(0°)?;√3;1;0;√3/2;C
15+;Qual é o valor exato de tangente(45°)?;1;√3/2;√3;√2/2;A
15+;Qual é o valor exato de tangente(45°)?;1/3;1/2;1;√2/2;C
15+;Qual é o valor exato de cosseno(60°)?;√3;√3/2;√2/2;1/2;D
15+;Qual é o valor exato de seno(0°)?;0;√3;1/2;1/3;A
15+;Qual é o valor exato de seno(30°)?;2;1/2;√3/2;1/3;B
15+;Qual é o valor exato de cosseno(90°)?;1;√2/2;0;2;C
15+;Qual é o valor exato de seno(45°)?;√3;√2/2;1;2;B
15+;Qual é o valor exato de seno(30°)?;1/2;1;√3;√2/2;A
15+;Qual é o valor exato de cosseno(60°)?;2;√2/2;1/3;1/2;D
15+;Qual é o valor exato de cosseno(0°)?;√2/2;1/3;1;0;C
15+;Qual é o valor exato de seno(30°)?;1/3;1/2;2;0;B
15+;Qual é o valor exato de cosseno(60°)?;1;0;1/3;1/2;D
15+;Qual é o valor exato de seno(0°)?;√3/2;0;1/3;√3;B
15+;Qual é o valor exato de seno(30°)?;1/2;1;√2/2;√3;A
15+;Qual é o valor exato de seno(0°)?;1;1/3;1/2;0;D
15+;Qual é o valor exato de cosseno(0°)?;√2/2;√3;1/2;1;D
15+;Qual é o valor exato de seno(0°)?;0;1/3;√3;1;A
15+;Qual é o valor exato de cosseno(60°)?;1/2;0;1/3;√3/2;A
15+;Qual é o valor exato de cosseno(45°)?;1/2;√3/2;√2/2;1/3;C
15+;Qual é o valor exato de cosseno(60°)?;0;1/2;√3/2;1;B
15+;Qual é o valor exato de cosseno(90°)?;2;√3;0;1;C
15+;Qual é o valor exato de seno(90°)?;0;1/3;√3;1;D
15+;Qual é o valor exato de tangente(45°)?;1/3;√3;1;1/2;C
15+;Qual é o valor exato de seno(0°)?;√3;1;√2/2;0;D
15+;Qual é o valor exato de cosseno(90°)?;1/3;0;2;1/2;B
15+;Qual é o valor exato de seno(90°)?;√3/2;√2/2;1/2;1;D
15+;Qual é o valor exato de seno(45°)?;0;2;1;√2/2;D
15+;Qual é o valor exato de seno(0°)?;√3/2;0;1/2;1;B
15+;Qual é o valor exato de cosseno(0°)?;√2/2;2;√3/2;1;D
